Id,PredictedSalePrice
1898,114673.15
1899,158593.29
1900,153585.53
1901,163897.62
1902,145469.26
1903,220105.63
1904,126596.1
1905,186711.23
1906,123762.95
1907,225464.07
1908,111180.47
1909,128676.83
1910,118498.9
1911,198216.38
1912,296264.02
1913,134798.71
1914,68982.67
1915,271163.4
1916,57740.69
1917,241226.36
1918,148392.86
1919,183368.86
1920,159983.78
1921,368404.09
1922,298005.67
1923,244865.08
1924,232508.71
1925,207894.33
1926,363136.45
1927,134081.47
1928,155548.04
1929,127908.87
1930,124327.11
1931,144270.75
1932,133124.13
1933,181962.53
1934,180078.7
1935,163900.87
1936,179218.09
1937,172416.32
1938,162457.69
1939,231294.97
1940,197380.6
1941,166135.44
1942,182449.52
1943,214643.89
1944,317313.1
1945,354730.18
1946,129569.45
1947,296480.19
1948,164850.95
1949,241895.27
1950,183674.19
1951,260815.41
1952,222084.81
1953,173782.53
1954,176300.75
1955,136157.17
1956,353001.64
1957,155994.41
1958,308431.95
1959,139305.79
1960,109446.53
1961,116820.59
1962,100803.11
1963,108058.47
1964,102961.56
1965,145761.97
1966,139179.16
1967,297513.54
1968,423549.09
1969,360585.09
1970,411401.94
1971,492784.32
1972,368416.32
1973,263647.7
1974,323064.06
1975,218047.62
1976,276600.99
1977,361831.0
1978,335508.89
1979,327446.26
1980,208657.44
1981,351167.74
1982,222224.31
1983,203295.43
1984,186808.72
1985,227125.69
1986,211754.95
1987,183798.0
1988,173114.72
1989,190705.25
1990,209547.87
1991,244530.69
1992,208086.75
1993,173739.32
1994,236464.47
1995,183252.41
1996,267673.25
1997,299588.85
1998,339067.05
1999,290920.03
2000,333286.57
2001,286414.43
2002,235395.96
2003,236132.61
2004,279809.69
2005,208187.0
2006,220540.01
2007,242826.64
2008,218367.65
2009,186573.54
2010,186154.51
2011,136430.58
2012,169583.41
2013,172160.06
2014,178782.72
2015,191771.93
2016,185531.0
2017,189909.17
2018,119221.03
2019,136688.36
2020,104393.68
2021,104497.11
2022,180169.71
2023,136390.22
2024,303023.34
2025,379645.24
2026,172450.9
2027,159072.35
2028,161951.76
2029,166169.6
2030,267084.93
2031,239500.92
2032,247061.61
2033,256280.31
2034,180199.14
2035,219453.36
2036,202988.83
2037,208238.85
2038,313849.33
2039,210797.89
2040,285713.94
2041,306021.16
2042,205749.38
2043,178597.21
2044,180543.8
2045,224742.06
2046,152578.88
2047,137372.96
2048,138749.6
2049,143861.5
2050,170850.79
2051,110378.73
2052,126248.83
2053,146516.09
2054,98394.13
2055,145820.79
2056,146842.93
2057,111958.18
2058,211580.02
2059,132753.37
2060,179343.59
2061,176857.07
2062,124708.03
2063,114589.79
2064,137432.46
2065,118271.52
2066,161648.95
2067,105596.17
2068,147256.5
2069,88832.74
2070,123468.51
2071,103081.52
2072,140235.75
2073,130968.95
2074,185547.98
2075,141013.78
2076,120389.82
2077,154584.11
2078,121509.16
2079,131213.93
2080,124622.78
2081,127275.28
2082,117185.41
2083,141229.22
2084,110795.15
2085,123176.36
2086,103821.99
2087,117179.68
2088,99397.58
2089,81901.8
2090,132161.09
2091,101140.23
2092,120278.4
2093,113506.91
2094,112640.36
2095,133685.63
2096,85243.49
2097,101942.78
2098,139590.28
2099,61393.08
2100,63297.7
2101,101467.36
2102,127012.54
2103,103985.28
2104,136327.54
2105,123107.65
2106,58275.92
2107,187204.99
2108,106748.4
2109,101662.34
2110,124786.52
2111,141697.23
2112,131258.0
2113,114146.53
2114,121218.09
2115,154756.79
2116,112063.62
2117,138443.8
2118,114197.77
2119,115575.45
2120,112085.68
2121,100958.64
2122,110711.16
2123,86190.58
2124,145054.45
2125,119720.35
2126,144363.36
2127,165851.44
2128,134545.31
2129,87636.71
2130,124479.2
2131,135781.14
2132,110332.47
2133,118601.35
2134,119096.83
2135,97213.73
2136,65791.21
2137,107846.07
2138,130556.07
2139,143083.48
2140,136081.3
2141,159761.51
2142,118118.29
2143,146786.99
2144,127029.91
2145,139624.1
2146,177860.83
2147,151263.98
2148,133803.46
2149,152768.38
2150,216482.82
2151,122586.66
2152,173101.95
2153,183507.68
2154,106004.66
2155,145190.39
2156,281683.77
2157,238058.47
2158,230009.91
2159,210517.19
2160,188407.46
2161,228881.4
2162,415529.47
2163,361672.1
2164,234995.58
2165,192719.36
2166,161643.39
2167,213426.5
2168,202007.12
2169,189626.6
2170,209832.4
2171,153399.53
2172,133792.84
2173,163225.44
2174,225367.3
2175,291310.32
2176,287021.64
2177,239556.83
2178,209859.13
2179,138764.66
2180,214374.2
2181,185305.39
2182,216090.65
2183,182426.65
2184,124703.41
2185,119901.05
2186,155018.55
2187,155390.97
2188,152954.27
2189,314059.8
2190,74353.82
2191,81739.71
2192,88484.05
2193,115286.94
2194,106700.79
2195,104595.16
2196,100803.54
2197,130644.4
2198,162420.77
2199,191813.49
2200,138047.36
2201,139863.01
2202,205953.61
2203,130845.56
2204,167712.26
2205,116352.27
2206,130475.31
2207,213722.18
2208,258567.4
2209,231278.07
2210,117715.86
2211,117684.66
2212,120221.12
2213,100165.47
2214,126105.76
2215,99424.22
2216,137744.22
2217,58921.73
2218,83292.2
2219,83143.43
2220,65620.84
2221,272541.4
2222,238546.36
2223,254042.96
2224,203742.24
2225,129673.87
2226,188506.16
2227,203558.82
2228,252319.16
2229,272472.76
2230,148015.48
2231,217395.5
2232,180337.4
2233,183723.36
2234,238536.54
2235,217558.85
2236,273639.1
2237,316667.05
2238,190513.38
2239,114976.66
2240,147523.87
2241,158136.27
2242,124931.24
2243,127121.87
2244,105552.09
2245,99479.44
2246,144163.86
2247,119546.91
2248,126790.61
2249,121231.65
2250,127529.74
2251,108731.23
2252,180957.8
2253,155876.34
2254,176876.77
2255,187614.03
2256,172465.69
2257,207932.27
2258,158608.71
2259,174726.59
2260,146540.22
2261,182896.47
2262,217172.61
2263,350898.76
2264,549215.04
2265,173483.61
2266,276847.67
2267,368062.34
2268,431773.87
2269,151587.04
2270,189353.23
2271,220493.02
2272,215320.25
2273,163516.96
2274,176109.57
2275,180484.12
2276,200749.55
2277,202588.48
2278,138307.32
2279,121677.97
2280,115051.5
2281,150894.72
2282,165587.14
2283,108059.9
2284,111353.16
2285,146622.83
2286,124764.81
2287,356318.8
2288,275831.12
2289,388363.52
2290,462433.17
2291,341855.81
2292,426594.49
2293,505241.77
2294,376017.18
2295,515631.41
2296,305794.89
2297,335568.85
2298,311171.09
2299,369256.97
2300,333719.37
2301,296552.73
2302,253855.44
2303,246906.39
2304,263445.15
2305,214208.58
2306,200718.03
2307,202167.31
2308,218657.43
2309,274002.74
2310,220168.07
2311,226346.94
2312,176281.64
2313,170717.8
2314,180854.14
2315,186285.2
2316,204027.69
2317,187414.53
2318,180001.54
2319,187699.19
2320,194356.98
2321,240326.43
2322,191748.2
2323,177602.89
2324,179155.86
2325,217902.5
2326,173782.06
2327,202855.78
2328,220649.17
2329,187500.68
2330,178217.91
2331,367996.17
2332,391340.59
2333,344618.98
2334,266465.99
2335,280371.84
2336,331695.59
2337,201382.72
2338,270897.42
2339,208212.46
2340,399961.15
2341,221782.23
2342,227930.49
2343,222308.43
2344,211313.02
2345,227048.78
2346,217321.14
2347,205198.22
2348,243257.67
2349,178989.82
2350,299962.15
2351,261409.05
2352,246263.31
2353,242051.14
2354,146666.1
2355,147859.02
2356,148362.44
2357,188348.35
2358,189761.83
2359,138327.23
2360,115935.25
2361,146268.62
2362,275681.77
2363,127783.9
2364,161336.14
2365,221928.59
2366,205633.63
2367,228413.28
2368,224153.26
2369,225335.54
2370,168586.94
2371,166220.9
2372,190945.17
2373,283366.93
2374,324466.32
2375,235996.66
2376,321438.19
2377,351476.92
2378,146282.13
2379,236703.71
2380,171053.29
2381,182965.74
2382,214246.94
2383,207967.63
2384,248727.01
2385,167965.82
2386,138734.77
2387,131717.99
2388,104284.85
2389,119736.0
2390,135696.13
2391,147443.6
2392,117756.05
2393,162982.74
2394,133131.58
2395,207556.35
2396,140475.7
2397,220257.53
2398,140291.34
2399,64754.97
2400,67028.01
2401,123743.52
2402,136450.9
2403,141957.82
2404,147916.43
2405,158072.23
2406,145552.04
2407,127813.09
2408,144545.17
2409,120480.4
2410,175827.32
2411,115437.4
2412,151742.1
2413,124707.26
2414,159071.85
2415,133324.68
2416,125301.69
2417,133770.65
2418,135560.56
2419,124532.52
2420,124454.33
2421,87916.46
2422,106726.53
2423,113133.07
2424,161591.52
2425,213972.06
2426,139229.19
2427,128826.79
2428,177986.15
2429,116693.51
2430,134430.53
2431,105177.75
2432,140805.01
2433,142946.49
2434,131871.87
2435,152372.4
2436,105901.97
2437,111461.16
2438,125190.48
2439,101263.42
2440,120957.39
2441,98517.0
2442,100895.44
2443,125178.69
2444,135032.81
2445,91424.65
2446,130547.28
2447,175821.49
2448,126434.08
2449,112326.82
2450,146731.36
2451,137037.43
2452,200060.47
2453,94211.87
2454,117732.8
2455,123187.64
2456,136789.18
2457,121915.77
2458,116551.66
2459,106845.93
2460,132965.59
2461,121175.97
2462,128270.19
2463,117282.21
2464,172919.59
2465,143742.04
2466,116999.14
2467,127479.63
2468,80225.75
2469,77770.26
2470,179576.65
2471,216194.16
2472,157636.64
2473,111857.02
2474,75812.08
2475,219165.55
2476,119218.86
2477,124721.21
2478,148954.49
2479,100037.89
2480,145218.41
2481,117972.66
2482,123010.0
2483,110518.59
2484,120018.12
2485,125562.08
2486,148931.66
2487,168026.16
2488,173486.26
2489,154963.34
2490,137935.22
2491,95929.49
2492,190713.45
2493,144383.36
2494,145997.96
2495,89731.0
2496,234378.16
2497,161631.34
2498,111779.28
2499,90083.41
2500,126875.74
2501,139076.22
2502,151921.02
2503,95541.8
2504,134889.17
2505,212526.63
2506,252879.96
2507,299424.23
2508,252936.9
2509,205904.66
2510,212780.38
2511,174168.41
2512,195680.81
2513,224659.77
2514,274425.57
2515,148775.39
2516,171217.4
2517,149612.77
2518,155035.69
2519,219961.19
2520,212174.63
2521,187860.89
2522,224106.38
2523,118521.53
2524,132775.87
2525,146158.48
2526,138224.94
2527,116729.95
2528,122339.29
2529,134390.81
2530,128726.68
2531,254517.03
2532,225827.74
2533,193600.42
2534,219797.09
2535,298969.1
2536,221597.64
2537,234547.02
2538,191422.97
2539,185609.85
2540,185198.61
2541,178222.71
2542,157511.03
2543,126751.02
2544,117681.68
2545,137409.73
2546,125527.67
2547,140261.7
2548,162810.52
2549,149201.38
2550,1449360.91
2551,133844.52
2552,127968.38
2553,77465.63
2554,95703.88
2555,127160.41
2556,101785.75
2557,106534.55
2558,140255.07
2559,133517.05
2560,148792.8
2561,145399.93
2562,127033.37
2563,144375.47
2564,195516.55
2565,137313.77
2566,147026.74
2567,137956.01
2568,194072.8
2569,207354.59
2570,113549.22
2571,170046.51
2572,139258.27
2573,206094.22
2574,117311.99
2575,126290.35
2576,112343.79
2577,135643.37
2578,89594.62
2579,60578.16
2580,95783.95
2581,110902.29
2582,119561.13
2583,264341.41
2584,180326.16
2585,180788.76
2586,227192.83
2587,204511.98
2588,144995.42
2589,157582.61
2590,217103.49
2591,238327.95
2592,230418.96
2593,248077.27
2594,187313.62
2595,198107.03
2596,298887.68
2597,183986.73
2598,278583.0
2599,346029.23
2600,145279.94
2601,140809.81
2602,86654.17
2603,96086.19
2604,91346.39
2605,85699.66
2606,149893.98
2607,212611.7
2608,198053.26
2609,178295.19
2610,113716.15
2611,128610.18
2612,163771.05
2613,128869.15
2614,121488.93
2615,150168.28
2616,158707.86
2617,183382.56
2618,200704.51
2619,199430.37
2620,183773.82
2621,170335.1
2622,176985.39
2623,241922.29
2624,305740.17
2625,300495.39
2626,173884.64
2627,165609.63
2628,470682.63
2629,511027.31
2630,362410.2
2631,493408.28
2632,407246.91
2633,288750.11
2634,405973.98
2635,166395.29
2636,194049.15
2637,178144.43
2638,290670.45
2639,188957.47
2640,154379.6
2641,103675.32
2642,170016.74
2643,104323.42
2644,115894.65
2645,111218.2
2646,97385.31
2647,105682.45
2648,148066.9
2649,148084.88
2650,145832.25
2651,139890.75
2652,421626.78
2653,252040.18
2654,262886.25
2655,401009.85
2656,332933.78
2657,354613.69
2658,308516.15
2659,305120.67
2660,358406.83
2661,359212.65
2662,342439.56
2663,293589.49
2664,264741.17
2665,332992.67
2666,288627.91
2667,183136.6
2668,191133.67
2669,187997.24
2670,286502.45
2671,193683.87
2672,205579.61
2673,210512.15
2674,200685.06
2675,176036.72
2676,185998.03
2677,200892.74
2678,265397.22
2679,284037.46
2680,292249.31
2681,411498.63
2682,344787.78
2683,546917.3
2684,316390.1
2685,333887.61
2686,259018.48
2687,323326.9
2688,217795.19
2689,211894.6
2690,443991.64
2691,188421.64
2692,141503.25
2693,203984.39
2694,144493.88
2695,190155.29
2696,182601.72
2697,182551.08
2698,196263.78
2699,176601.2
2700,154748.65
2701,147923.98
2702,111529.05
2703,127319.28
2704,133368.73
2705,120118.39
2706,110658.87
2707,122495.95
2708,131665.54
2709,104826.69
2710,125327.69
2711,469016.12
2712,398506.52
2713,176106.31
2714,157032.1
2715,171557.16
2716,157713.17
2717,198606.84
2718,220291.33
2719,160315.79
2720,188916.94
2721,125926.54
2722,160011.36
2723,144631.31
2724,120923.63
2725,129045.94
2726,150614.16
2727,183462.29
2728,177484.53
2729,145020.38
2730,147802.55
2731,136881.41
2732,127121.69
2733,154505.76
2734,158323.64
2735,134652.08
2736,133303.13
2737,119249.89
2738,137972.22
2739,158145.51
2740,137644.06
2741,132522.18
2742,148682.76
2743,160808.8
2744,163712.91
2745,152229.01
2746,132247.83
2747,143341.67
2748,117906.44
2749,131747.7
2750,127111.9
2751,133260.72
2752,198464.92
2753,135596.66
2754,234342.81
2755,138893.95
2756,107994.24
2757,71621.94
2758,101957.75
2759,161433.7
2760,129276.13
2761,140483.53
2762,143218.14
2763,201005.59
2764,166063.71
2765,280601.9
2766,124858.65
2767,80001.85
2768,120805.17
2769,125487.4
2770,145292.46
2771,109996.69
2772,110457.72
2773,166105.99
2774,134757.3
2775,121270.69
2776,145064.94
2777,135703.31
2778,114101.49
2779,118189.25
2780,97233.59
2781,97345.94
2782,93612.67
2783,94123.38
2784,116846.94
2785,139698.16
2786,72180.16
2787,123240.4
2788,77965.61
2789,174075.75
2790,92926.97
2791,104875.36
2792,62312.64
2793,138415.67
2794,90736.41
2795,117080.17
2796,96415.64
2797,201392.04
2798,103270.18
2799,106640.12
2800,70812.87
2801,104908.38
2802,121319.92
2803,164501.55
2804,127785.38
2805,108178.32
2806,90028.25
2807,157768.07
2808,142417.56
2809,131219.61
2810,128562.2
2811,154441.45
2812,162454.64
2813,156751.64
2814,160673.04
2815,98199.9
2816,243042.21
2817,155001.34
2818,131796.6
2819,191655.4
2820,135458.35
2821,112294.29
2822,197696.01
2823,378066.01
2824,170036.44
2825,150511.55
2826,134537.18
2827,143325.04
2828,224893.95
2829,224350.37
2830,240739.71
2831,175671.87
2832,265934.29
2833,282224.02
2834,220848.05
2835,209766.07
2836,186521.77
2837,162802.4
2838,149984.7
2839,181823.22
2840,204702.66
2841,199594.78
2842,224448.54
2843,146113.04
2844,171879.41
2845,134585.02
2846,202309.09
2847,202554.3
2848,220236.87
2849,199399.41
2850,277224.2
2851,209668.39
2852,237374.16
2853,234908.26
2854,138330.41
2855,206130.97
2856,208750.82
2857,184825.77
2858,216460.63
2859,110105.08
2860,121332.83
2861,128995.11
2862,188060.84
2863,129124.26
2864,235890.08
2865,139691.21
2866,148396.46
2867,105728.69
2868,94092.71
2869,97355.77
2870,120911.29
2871,89033.81
2872,60045.93
2873,108298.24
2874,136983.0
2875,111875.75
2876,168920.12
2877,154876.38
2878,161447.19
2879,137928.18
2880,106033.6
2881,137083.8
2882,169691.68
2883,188175.76
2884,194871.03
2885,175495.67
2886,226515.05
2887,85704.26
2888,137231.04
2889,60790.46
2890,80563.13
2891,131102.02
2892,55833.71
2893,74055.93
2894,56243.38
2895,293793.37
2896,247856.88
2897,192197.94
2898,155539.33
2899,199399.02
2900,162567.85
2901,215930.02
2902,195575.99
2903,333713.4
2904,358841.93
2905,82842.53
2906,185185.25
2907,112917.3
2908,130719.54
2909,154893.63
2910,84046.0
2911,87670.25
2912,148440.03
2913,88123.89
2914,82338.48
2915,89772.54
2916,89242.81
2917,182089.82
2918,118092.65
2919,222402.78
